budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
44000000,montana showdown brothel marshal dance,en,Heaven's Gate,"Harvard graduate James Averill (Kris Kristofferson) is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion (Christopher Walken), a mercenary competing with Averill for the love of local madam Ella Watson (Isabelle Huppert). As the struggle escalates, Averill and Champion begin to question their decisions.",5.380124,1980-11-19,3484331,219.0,Released,55,Michael Cimino,Action,1
7000000,mississippi childhood memory dog,en,My Dog Skip,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",5.675535,2000-01-14,0,95.0,Released,69,Jay Russell,Comedy,1
70000000,witch based on novel new love prince beauty,en,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",48.03273400000001,2007-08-09,135560026,127.0,Released,1184,Matthew Vaughn,Adventure,1
28000000,magic musical cartoon princess love,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",92.982009,1992-11-25,504050219,90.0,Released,3416,Ron Clements,Animation,1
11000000,palace british army fencing epic debt,en,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",29.543331,1975-12-18,20000000,184.0,Released,505,Stanley Kubrick,Drama,1
0,calamity,nl,De jurk,"The story of a summer dress and those who have to do with it, especially the train conductor (played by van Warmerdam, the director). The dress functions as catalyst for the whimsical events, which turns out to be either tragic or hilarious.",0.144031,1996-03-21,0,103.0,Released,3,Alex van Warmerdam,Comedy,1
7000000,love triangle scotland mother adultery sexuality,en,The Piano,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",17.681707,1993-05-19,116700000,121.0,Released,281,Jane Campion,Drama,1
30000000,bride friendship engagement rivalry wedding,en,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,33.385428999999995,2009-01-09,114663461,89.0,Released,856,Gary Winick,Comedy,0
4798235,suicide england classroom investigation supernatural,en,The Awakening,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,25.30216,2011-08-17,209696,107.0,Released,458,Nick Murphy ,Horror,1
125000000,terror spain cia helicopter secret identity,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",54.931334,2000-05-24,546388105,123.0,Released,1928,John Woo,Adventure,0
60000000,new york captain starships new love earth,en,Meet Dave,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",18.676291,2008-07-08,50650079,90.0,Released,371,Brian Robbins,Comedy,0
0,florida striptease homosexuality independent film best friend,en,Bully,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.",6.6770929999999975,2001-06-15,480811,113.0,Released,125,Larry Clark,Crime,1
0,return suppressed past bourgeoisie mayor elections suspense,fr,La fleur du mal,"Three generations of a wealthy Bordeaux family are caught in the crossfire when Anne decides to run for mayor, thanks to a political pamphlet that revives an old murder scandal.",1.229667,2003-02-09,0,104.0,Released,10,Claude Chabrol,Drama,0
22000000,based on novel drug dealer ex-cop rural setting undercover cop,en,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",35.737655,2013-11-27,43058898,100.0,Released,875,Gary Fleder,Action,1
0,birth expectant mother fatherhood baby born woman director,en,My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time.,4.480167,2004-01-09,51,86.0,Released,15,Cheryl Dunye,Comedy,0
0,independent film woman director,en,Obvious Child,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.",10.12895,2014-06-06,3123963,83.0,Released,187,Gillian Robespierre,Comedy,1
0,,en,Held Up,"While they're on vacation in the Southwest, Rae finds out her man Michael spent their house money on a classic car, so she dumps him, hitching a ride to Vegas for a flight home. A kid promptly steals Michael's car, leaving him at the Zip &amp; Sip, a convenience store. Three bumbling robbers promptly stage a hold up. Two take off with the cash stranding the third, with a mysterious crate, just as the cops arrive. The robber takes the store hostage. As incompetent cops bring in a SWAT team and try a by-the-book rescue, Michael has to keep the robber calm, find out what's in the crate, aid the negotiations, and get back to Rae. The Stockholm Syndrome asserts its effect.",1.569449,1999-10-08,0,89.0,Released,11,Steve Rash,Comedy,0
5500000,dominatrix bdsm,ja,R100,Ruthless dominatrixes pursue a mild-mannered salesman who wants to get out of his unbreakable contract with a secret bondage club.,3.21392,2013-10-05,0,100.0,Released,31,Hitoshi Matsumoto,Comedy,0
35000000,post-apocalyptic dystopia zombie zombie apocalypse interspecies romance,en,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",43.742241,2013-01-31,116980662,97.0,Released,2652,Jonathan Levine,Horror,1
137000000,california san francisco monster general gun,en,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",34.981698,2003-06-19,245360480,138.0,Released,1533,Ang Lee,Drama,0
0,male female relationship co-worker relationship mumblecore,en,Drinking Buddies,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.",17.378455,2013-08-23,343341,90.0,Released,356,Joe Swanberg,Romance,0
7000000,dancing florida strip club male stripper novice,en,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",35.897151,2012-06-28,167221571,110.0,Released,1040,Steven Soderbergh,Drama,0
